"","date","state","case","daily_case"
"Nebraska.3794",2020-05-05,"Nebraska",6373,336
"Nebraska.3795",2020-05-06,"Nebraska",6689,316
"Nebraska.3796",2020-05-07,"Nebraska",7334,645
"Nebraska.3797",2020-05-08,"Nebraska",7818,484
"Nebraska.3798",2020-05-09,"Nebraska",8093,275
"Nebraska.3799",2020-05-10,"Nebraska",8171,78
"Nebraska.3800",2020-05-11,"Nebraska",8407,236
"Nebraska.3801",2020-05-12,"Nebraska",8532,125
"Nebraska.3802",2020-05-13,"Nebraska",8912,380
"Nebraska.3803",2020-05-14,"Nebraska",9260,348
"Nebraska.3804",2020-05-15,"Nebraska",9610,350
"Nebraska.3805",2020-05-16,"Nebraska",10220,610
"Nebraska.3806",2020-05-17,"Nebraska",10177,0
"Nebraska.3807",2020-05-18,"Nebraska",10625,448
"Nebraska.3808",2020-05-19,"Nebraska",10854,229
"Nevada.3809",2020-01-22,"Nevada",0,0
"Nevada.3810",2020-01-23,"Nevada",0,0
"Nevada.3811",2020-01-24,"Nevada",0,0
"Nevada.3812",2020-01-25,"Nevada",0,0
"Nevada.3813",2020-01-26,"Nevada",0,0
"Nevada.3814",2020-01-27,"Nevada",0,0
"Nevada.3815",2020-01-28,"Nevada",0,0
"Nevada.3816",2020-01-29,"Nevada",0,0
"Nevada.3817",2020-01-30,"Nevada",0,0
"Nevada.3818",2020-01-31,"Nevada",0,0
"Nevada.3819",2020-02-01,"Nevada",0,0
"Nevada.3820",2020-02-02,"Nevada",0,0
"Nevada.3821",2020-02-03,"Nevada",0,0
"Nevada.3822",2020-02-04,"Nevada",0,0
"Nevada.3823",2020-02-05,"Nevada",0,0
"Nevada.3824",2020-02-06,"Nevada",0,0
"Nevada.3825",2020-02-07,"Nevada",0,0
"Nevada.3826",2020-02-08,"Nevada",0,0
"Nevada.3827",2020-02-09,"Nevada",0,0
"Nevada.3828",2020-02-10,"Nevada",0,0
"Nevada.3829",2020-02-11,"Nevada",0,0
"Nevada.3830",2020-02-12,"Nevada",0,0
"Nevada.3831",2020-02-13,"Nevada",0,0
"Nevada.3832",2020-02-14,"Nevada",0,0
"Nevada.3833",2020-02-15,"Nevada",0,0
"Nevada.3834",2020-02-16,"Nevada",0,0
"Nevada.3835",2020-02-17,"Nevada",0,0
"Nevada.3836",2020-02-18,"Nevada",0,0
"Nevada.3837",2020-02-19,"Nevada",0,0
"Nevada.3838",2020-02-20,"Nevada",0,0
"Nevada.3839",2020-02-21,"Nevada",0,0
"Nevada.3840",2020-02-22,"Nevada",0,0
"Nevada.3841",2020-02-23,"Nevada",0,0
"Nevada.3842",2020-02-24,"Nevada",0,0
"Nevada.3843",2020-02-25,"Nevada",0,0
"Nevada.3844",2020-02-26,"Nevada",0,0
"Nevada.3845",2020-02-27,"Nevada",0,0
"Nevada.3846",2020-02-28,"Nevada",0,0
"Nevada.3847",2020-02-29,"Nevada",0,0
"Nevada.3848",2020-03-01,"Nevada",0,0
"Nevada.3849",2020-03-02,"Nevada",0,0
"Nevada.3850",2020-03-03,"Nevada",0,0
"Nevada.3851",2020-03-04,"Nevada",0,0
"Nevada.3852",2020-03-05,"Nevada",1,1
"Nevada.3853",2020-03-06,"Nevada",2,1
"Nevada.3854",2020-03-07,"Nevada",2,0
"Nevada.3855",2020-03-08,"Nevada",4,2
"Nevada.3856",2020-03-09,"Nevada",4,0
"Nevada.3857",2020-03-10,"Nevada",4,0
"Nevada.3858",2020-03-11,"Nevada",7,3
"Nevada.3859",2020-03-12,"Nevada",10,3
"Nevada.3860",2020-03-13,"Nevada",18,8
"Nevada.3861",2020-03-14,"Nevada",20,2
"Nevada.3862",2020-03-15,"Nevada",20,0
"Nevada.3863",2020-03-16,"Nevada",45,25
"Nevada.3864",2020-03-17,"Nevada",55,10
"Nevada.3865",2020-03-18,"Nevada",55,0
"Nevada.3866",2020-03-19,"Nevada",95,40
"Nevada.3867",2020-03-20,"Nevada",161,66
"Nevada.3868",2020-03-21,"Nevada",161,0
"Nevada.3869",2020-03-22,"Nevada",190,29
"Nevada.3870",2020-03-23,"Nevada",245,55
"Nevada.3871",2020-03-24,"Nevada",278,33
"Nevada.3872",2020-03-25,"Nevada",323,45
"Nevada.3873",2020-03-26,"Nevada",420,97
"Nevada.3874",2020-03-27,"Nevada",536,116
"Nevada.3875",2020-03-28,"Nevada",626,90
"Nevada.3876",2020-03-29,"Nevada",920,294
"Nevada.3877",2020-03-30,"Nevada",1012,92
"Nevada.3878",2020-03-31,"Nevada",1114,102
"Nevada.3879",2020-04-01,"Nevada",1279,165
"Nevada.3880",2020-04-02,"Nevada",1463,184
"Nevada.3881",2020-04-03,"Nevada",1514,51
"Nevada.3882",2020-04-04,"Nevada",1742,228
"Nevada.3883",2020-04-05,"Nevada",1855,113
"Nevada.3884",2020-04-06,"Nevada",1953,98
"Nevada.3885",2020-04-07,"Nevada",2124,171
"Nevada.3886",2020-04-08,"Nevada",2259,135
"Nevada.3887",2020-04-09,"Nevada",2456,197
"Nevada.3888",2020-04-10,"Nevada",2722,266
"Nevada.3889",2020-04-11,"Nevada",2702,0
"Nevada.3890",2020-04-12,"Nevada",2836,134
"Nevada.3891",2020-04-13,"Nevada",2990,154
"Nevada.3892",2020-04-14,"Nevada",3134,144
"Nevada.3893",2020-04-15,"Nevada",3211,77
"Nevada.3894",2020-04-16,"Nevada",3214,3
"Nevada.3895",2020-04-17,"Nevada",3524,310
"Nevada.3896",2020-04-18,"Nevada",3626,102
"Nevada.3897",2020-04-19,"Nevada",3728,102
"Nevada.3898",2020-04-20,"Nevada",3830,102
"Nevada.3899",2020-04-21,"Nevada",3937,107
"Nevada.3900",2020-04-22,"Nevada",4081,144
"Nevada.3901",2020-04-23,"Nevada",4208,127
"Nevada.3902",2020-04-24,"Nevada",4398,190
"Nevada.3903",2020-04-25,"Nevada",4539,141
"Nevada.3904",2020-04-26,"Nevada",4734,195
"Nevada.3905",2020-04-27,"Nevada",4700,0
"Nevada.3906",2020-04-28,"Nevada",4821,121
"Nevada.3907",2020-04-29,"Nevada",4934,113
"Nevada.3908",2020-04-30,"Nevada",5053,119
"Nevada.3909",2020-05-01,"Nevada",5248,195
"Nevada.3910",2020-05-02,"Nevada",5389,141
"Nevada.3911",2020-05-03,"Nevada",5472,83
"Nevada.3912",2020-05-04,"Nevada",5630,158
"Nevada.3913",2020-05-05,"Nevada",5660,30
"Nevada.3914",2020-05-06,"Nevada",5741,81
"Nevada.3915",2020-05-07,"Nevada",5855,114
"Nevada.3916",2020-05-08,"Nevada",5920,65
"Nevada.3917",2020-05-09,"Nevada",6171,251
"Nevada.3918",2020-05-10,"Nevada",6120,0
"Nevada.3919",2020-05-11,"Nevada",6152,32
"Nevada.3920",2020-05-12,"Nevada",6313,161
"Nevada.3921",2020-05-13,"Nevada",6476,163
"Nevada.3922",2020-05-14,"Nevada",6504,28
"Nevada.3923",2020-05-15,"Nevada",6733,229
"Nevada.3924",2020-05-16,"Nevada",6813,80
"Nevada.3925",2020-05-17,"Nevada",6949,136
"Nevada.3926",2020-05-18,"Nevada",7061,112
"Nevada.3927",2020-05-19,"Nevada",7096,35
"New Hampshire.3928",2020-01-22,"New Hampshire",0,0
"New Hampshire.3929",2020-01-23,"New Hampshire",0,0
"New Hampshire.3930",2020-01-24,"New Hampshire",0,0
"New Hampshire.3931",2020-01-25,"New Hampshire",0,0
"New Hampshire.3932",2020-01-26,"New Hampshire",0,0
"New Hampshire.3933",2020-01-27,"New Hampshire",0,0
"New Hampshire.3934",2020-01-28,"New Hampshire",0,0
"New Hampshire.3935",2020-01-29,"New Hampshire",0,0
"New Hampshire.3936",2020-01-30,"New Hampshire",0,0
"New Hampshire.3937",2020-01-31,"New Hampshire",0,0
"New Hampshire.3938",2020-02-01,"New Hampshire",0,0
"New Hampshire.3939",2020-02-02,"New Hampshire",0,0
"New Hampshire.3940",2020-02-03,"New Hampshire",0,0
"New Hampshire.3941",2020-02-04,"New Hampshire",0,0
"New Hampshire.3942",2020-02-05,"New Hampshire",0,0
"New Hampshire.3943",2020-02-06,"New Hampshire",0,0
"New Hampshire.3944",2020-02-07,"New Hampshire",0,0
"New Hampshire.3945",2020-02-08,"New Hampshire",0,0
"New Hampshire.3946",2020-02-09,"New Hampshire",0,0
"New Hampshire.3947",2020-02-10,"New Hampshire",0,0
"New Hampshire.3948",2020-02-11,"New Hampshire",0,0
"New Hampshire.3949",2020-02-12,"New Hampshire",0,0
"New Hampshire.3950",2020-02-13,"New Hampshire",0,0
"New Hampshire.3951",2020-02-14,"New Hampshire",0,0
"New Hampshire.3952",2020-02-15,"New Hampshire",0,0
"New Hampshire.3953",2020-02-16,"New Hampshire",0,0
"New Hampshire.3954",2020-02-17,"New Hampshire",0,0
"New Hampshire.3955",2020-02-18,"New Hampshire",0,0
"New Hampshire.3956",2020-02-19,"New Hampshire",0,0
"New Hampshire.3957",2020-02-20,"New Hampshire",0,0
"New Hampshire.3958",2020-02-21,"New Hampshire",0,0
"New Hampshire.3959",2020-02-22,"New Hampshire",0,0
"New Hampshire.3960",2020-02-23,"New Hampshire",0,0
"New Hampshire.3961",2020-02-24,"New Hampshire",0,0
"New Hampshire.3962",2020-02-25,"New Hampshire",0,0
"New Hampshire.3963",2020-02-26,"New Hampshire",0,0
"New Hampshire.3964",2020-02-27,"New Hampshire",0,0
"New Hampshire.3965",2020-02-28,"New Hampshire",0,0
"New Hampshire.3966",2020-02-29,"New Hampshire",0,0
"New Hampshire.3967",2020-03-01,"New Hampshire",0,0
"New Hampshire.3968",2020-03-02,"New Hampshire",1,1
"New Hampshire.3969",2020-03-03,"New Hampshire",2,1
"New Hampshire.3970",2020-03-04,"New Hampshire",2,0
"New Hampshire.3971",2020-03-05,"New Hampshire",2,0
"New Hampshire.3972",2020-03-06,"New Hampshire",2,0
"New Hampshire.3973",2020-03-07,"New Hampshire",2,0
"New Hampshire.3974",2020-03-08,"New Hampshire",4,2
"New Hampshire.3975",2020-03-09,"New Hampshire",4,0
"New Hampshire.3976",2020-03-10,"New Hampshire",4,0
"New Hampshire.3977",2020-03-11,"New Hampshire",5,1
"New Hampshire.3978",2020-03-12,"New Hampshire",6,1
"New Hampshire.3979",2020-03-13,"New Hampshire",6,0
"New Hampshire.3980",2020-03-14,"New Hampshire",7,1
"New Hampshire.3981",2020-03-15,"New Hampshire",7,0
"New Hampshire.3982",2020-03-16,"New Hampshire",17,10
"New Hampshire.3983",2020-03-17,"New Hampshire",26,9
"New Hampshire.3984",2020-03-18,"New Hampshire",37,11
"New Hampshire.3985",2020-03-19,"New Hampshire",42,5
"New Hampshire.3986",2020-03-20,"New Hampshire",53,11
"New Hampshire.3987",2020-03-21,"New Hampshire",61,8
"New Hampshire.3988",2020-03-22,"New Hampshire",73,12
"New Hampshire.3989",2020-03-23,"New Hampshire",101,28
"New Hampshire.3990",2020-03-24,"New Hampshire",101,0
"New Hampshire.3991",2020-03-25,"New Hampshire",108,7
"New Hampshire.3992",2020-03-26,"New Hampshire",137,29
"New Hampshire.3993",2020-03-27,"New Hampshire",158,21
"New Hampshire.3994",2020-03-28,"New Hampshire",187,29
"New Hampshire.3995",2020-03-29,"New Hampshire",214,27
"New Hampshire.3996",2020-03-30,"New Hampshire",314,100
"New Hampshire.3997",2020-03-31,"New Hampshire",357,43
"New Hampshire.3998",2020-04-01,"New Hampshire",367,10
"New Hampshire.3999",2020-04-02,"New Hampshire",479,112
"New Hampshire.4000",2020-04-03,"New Hampshire",479,0
"New Hampshire.4001",2020-04-04,"New Hampshire",540,61
"New Hampshire.4002",2020-04-05,"New Hampshire",621,81
"New Hampshire.4003",2020-04-06,"New Hampshire",715,94
"New Hampshire.4004",2020-04-07,"New Hampshire",715,0
"New Hampshire.4005",2020-04-08,"New Hampshire",747,32
"New Hampshire.4006",2020-04-09,"New Hampshire",819,72
"New Hampshire.4007",2020-04-10,"New Hampshire",819,0
"New Hampshire.4008",2020-04-11,"New Hampshire",885,66
"New Hampshire.4009",2020-04-12,"New Hampshire",929,44
"New Hampshire.4010",2020-04-13,"New Hampshire",985,56
"New Hampshire.4011",2020-04-14,"New Hampshire",922,0
"New Hampshire.4012",2020-04-15,"New Hampshire",1139,217
"New Hampshire.4013",2020-04-16,"New Hampshire",1139,0
"New Hampshire.4014",2020-04-17,"New Hampshire",1287,148
"New Hampshire.4015",2020-04-18,"New Hampshire",1342,55
"New Hampshire.4016",2020-04-19,"New Hampshire",1390,48
"New Hampshire.4017",2020-04-20,"New Hampshire",1447,57
"New Hampshire.4018",2020-04-21,"New Hampshire",1490,43
"New Hampshire.4019",2020-04-22,"New Hampshire",1588,98
"New Hampshire.4020",2020-04-23,"New Hampshire",1670,82
"New Hampshire.4021",2020-04-24,"New Hampshire",1720,50
"New Hampshire.4022",2020-04-25,"New Hampshire",1797,77
"New Hampshire.4023",2020-04-26,"New Hampshire",1864,67
"New Hampshire.4024",2020-04-27,"New Hampshire",1938,74
"New Hampshire.4025",2020-04-28,"New Hampshire",2010,72
"New Hampshire.4026",2020-04-29,"New Hampshire",2058,48
"New Hampshire.4027",2020-04-30,"New Hampshire",2146,88
"New Hampshire.4028",2020-05-01,"New Hampshire",2310,164
"New Hampshire.4029",2020-05-02,"New Hampshire",2429,119
"New Hampshire.4030",2020-05-03,"New Hampshire",2518,89
"New Hampshire.4031",2020-05-04,"New Hampshire",2588,70
"New Hampshire.4032",2020-05-05,"New Hampshire",2636,48
"New Hampshire.4033",2020-05-06,"New Hampshire",2741,105
"New Hampshire.4034",2020-05-07,"New Hampshire",2843,102
"New Hampshire.4035",2020-05-08,"New Hampshire",2947,104
"New Hampshire.4036",2020-05-09,"New Hampshire",3011,64
"New Hampshire.4037",2020-05-10,"New Hampshire",3071,60
"New Hampshire.4038",2020-05-11,"New Hampshire",3160,89
"New Hampshire.4039",2020-05-12,"New Hampshire",3239,79
"New Hampshire.4040",2020-05-13,"New Hampshire",3299,60
"New Hampshire.4041",2020-05-14,"New Hampshire",3382,83
"New Hampshire.4042",2020-05-15,"New Hampshire",3453,71
"New Hampshire.4043",2020-05-16,"New Hampshire",3556,103
"New Hampshire.4044",2020-05-17,"New Hampshire",3596,40
"New Hampshire.4045",2020-05-18,"New Hampshire",3652,56
"New Hampshire.4046",2020-05-19,"New Hampshire",3721,69
"New Jersey.4047",2020-01-22,"New Jersey",0,0
"New Jersey.4048",2020-01-23,"New Jersey",0,0
"New Jersey.4049",2020-01-24,"New Jersey",0,0
"New Jersey.4050",2020-01-25,"New Jersey",0,0
"New Jersey.4051",2020-01-26,"New Jersey",0,0
"New Jersey.4052",2020-01-27,"New Jersey",0,0
"New Jersey.4053",2020-01-28,"New Jersey",0,0
"New Jersey.4054",2020-01-29,"New Jersey",0,0
"New Jersey.4055",2020-01-30,"New Jersey",0,0
"New Jersey.4056",2020-01-31,"New Jersey",0,0
"New Jersey.4057",2020-02-01,"New Jersey",0,0
"New Jersey.4058",2020-02-02,"New Jersey",0,0
"New Jersey.4059",2020-02-03,"New Jersey",0,0
"New Jersey.4060",2020-02-04,"New Jersey",0,0
"New Jersey.4061",2020-02-05,"New Jersey",0,0
"New Jersey.4062",2020-02-06,"New Jersey",0,0
"New Jersey.4063",2020-02-07,"New Jersey",0,0
"New Jersey.4064",2020-02-08,"New Jersey",0,0
"New Jersey.4065",2020-02-09,"New Jersey",0,0
"New Jersey.4066",2020-02-10,"New Jersey",0,0
"New Jersey.4067",2020-02-11,"New Jersey",0,0
"New Jersey.4068",2020-02-12,"New Jersey",0,0
"New Jersey.4069",2020-02-13,"New Jersey",0,0
"New Jersey.4070",2020-02-14,"New Jersey",0,0
"New Jersey.4071",2020-02-15,"New Jersey",0,0
"New Jersey.4072",2020-02-16,"New Jersey",0,0
"New Jersey.4073",2020-02-17,"New Jersey",0,0
"New Jersey.4074",2020-02-18,"New Jersey",0,0
"New Jersey.4075",2020-02-19,"New Jersey",0,0
"New Jersey.4076",2020-02-20,"New Jersey",0,0
"New Jersey.4077",2020-02-21,"New Jersey",0,0
"New Jersey.4078",2020-02-22,"New Jersey",0,0
"New Jersey.4079",2020-02-23,"New Jersey",0,0
"New Jersey.4080",2020-02-24,"New Jersey",0,0
"New Jersey.4081",2020-02-25,"New Jersey",0,0
"New Jersey.4082",2020-02-26,"New Jersey",0,0
"New Jersey.4083",2020-02-27,"New Jersey",0,0
"New Jersey.4084",2020-02-28,"New Jersey",0,0
"New Jersey.4085",2020-02-29,"New Jersey",0,0
"New Jersey.4086",2020-03-01,"New Jersey",0,0
"New Jersey.4087",2020-03-02,"New Jersey",0,0
"New Jersey.4088",2020-03-03,"New Jersey",0,0
"New Jersey.4089",2020-03-04,"New Jersey",0,0
"New Jersey.4090",2020-03-05,"New Jersey",2,2
"New Jersey.4091",2020-03-06,"New Jersey",2,0
"New Jersey.4092",2020-03-07,"New Jersey",4,2
"New Jersey.4093",2020-03-08,"New Jersey",5,1
"New Jersey.4094",2020-03-09,"New Jersey",5,0
"New Jersey.4095",2020-03-10,"New Jersey",15,10
"New Jersey.4096",2020-03-11,"New Jersey",23,8
"New Jersey.4097",2020-03-12,"New Jersey",29,6
"New Jersey.4098",2020-03-13,"New Jersey",49,20
"New Jersey.4099",2020-03-14,"New Jersey",69,20
"New Jersey.4100",2020-03-15,"New Jersey",72,3
"New Jersey.4101",2020-03-16,"New Jersey",176,104
"New Jersey.4102",2020-03-17,"New Jersey",250,74
"New Jersey.4103",2020-03-18,"New Jersey",397,147
"New Jersey.4104",2020-03-19,"New Jersey",741,344
"New Jersey.4105",2020-03-20,"New Jersey",890,149
"New Jersey.4106",2020-03-21,"New Jersey",1327,437
"New Jersey.4107",2020-03-22,"New Jersey",1914,587
"New Jersey.4108",2020-03-23,"New Jersey",2844,930
"New Jersey.4109",2020-03-24,"New Jersey",3675,831
"New Jersey.4110",2020-03-25,"New Jersey",4402,727
"New Jersey.4111",2020-03-26,"New Jersey",6876,2474
"New Jersey.4112",2020-03-27,"New Jersey",8825,1949
"New Jersey.4113",2020-03-28,"New Jersey",11124,2299
"New Jersey.4114",2020-03-29,"New Jersey",13386,2262
"New Jersey.4115",2020-03-30,"New Jersey",16636,3250
"New Jersey.4116",2020-03-31,"New Jersey",18696,2060
"New Jersey.4117",2020-04-01,"New Jersey",22255,3559
"New Jersey.4118",2020-04-02,"New Jersey",25590,3335
"New Jersey.4119",2020-04-03,"New Jersey",29895,4305
"New Jersey.4120",2020-04-04,"New Jersey",34124,4229
"New Jersey.4121",2020-04-05,"New Jersey",37505,3381
"New Jersey.4122",2020-04-06,"New Jersey",41090,3585
"New Jersey.4123",2020-04-07,"New Jersey",44416,3326
"New Jersey.4124",2020-04-08,"New Jersey",47437,3021
"New Jersey.4125",2020-04-09,"New Jersey",51027,3590
"New Jersey.4126",2020-04-10,"New Jersey",54588,3561
"New Jersey.4127",2020-04-11,"New Jersey",58151,3563
"New Jersey.4128",2020-04-12,"New Jersey",61850,3699
"New Jersey.4129",2020-04-13,"New Jersey",64584,2734
"New Jersey.4130",2020-04-14,"New Jersey",68824,4240
"New Jersey.4131",2020-04-15,"New Jersey",71030,2206
"New Jersey.4132",2020-04-16,"New Jersey",75317,4287
"New Jersey.4133",2020-04-17,"New Jersey",78467,3150
"New Jersey.4134",2020-04-18,"New Jersey",81420,2953
"New Jersey.4135",2020-04-19,"New Jersey",85301,3881
"New Jersey.4136",2020-04-20,"New Jersey",88722,3421
"New Jersey.4137",2020-04-21,"New Jersey",92387,3665
"New Jersey.4138",2020-04-22,"New Jersey",95914,3527
"New Jersey.4139",2020-04-23,"New Jersey",100025,4111
"New Jersey.4140",2020-04-24,"New Jersey",102196,2171
"New Jersey.4141",2020-04-25,"New Jersey",105498,3302
"New Jersey.4142",2020-04-26,"New Jersey",109038,3540
"New Jersey.4143",2020-04-27,"New Jersey",111188,2150
"New Jersey.4144",2020-04-28,"New Jersey",113856,2668
"New Jersey.4145",2020-04-29,"New Jersey",116365,2509
"New Jersey.4146",2020-04-30,"New Jersey",118652,2287
"New Jersey.4147",2020-05-01,"New Jersey",121190,2538
"New Jersey.4148",2020-05-02,"New Jersey",123717,2527
"New Jersey.4149",2020-05-03,"New Jersey",126744,3027
"New Jersey.4150",2020-05-04,"New Jersey",128269,1525
"New Jersey.4151",2020-05-05,"New Jersey",130593,2324
"New Jersey.4152",2020-05-06,"New Jersey",131890,1297
"New Jersey.4153",2020-05-07,"New Jersey",133991,2101
"New Jersey.4154",2020-05-08,"New Jersey",135840,1849
"New Jersey.4155",2020-05-09,"New Jersey",137397,1557
"New Jersey.4156",2020-05-10,"New Jersey",138754,1357
"New Jersey.4157",2020-05-11,"New Jersey",140206,1452
"New Jersey.4158",2020-05-12,"New Jersey",140917,711
"New Jersey.4159",2020-05-13,"New Jersey",141560,643
"New Jersey.4160",2020-05-14,"New Jersey",142704,1144
"New Jersey.4161",2020-05-15,"New Jersey",143984,1280
"New Jersey.4162",2020-05-16,"New Jersey",145089,1105
"New Jersey.4163",2020-05-17,"New Jersey",146504,1415
"New Jersey.4164",2020-05-18,"New Jersey",148240,1736
"New Jersey.4165",2020-05-19,"New Jersey",149356,1116
"New Mexico.4166",2020-01-22,"New Mexico",0,0
"New Mexico.4167",2020-01-23,"New Mexico",0,0
"New Mexico.4168",2020-01-24,"New Mexico",0,0
"New Mexico.4169",2020-01-25,"New Mexico",0,0
"New Mexico.4170",2020-01-26,"New Mexico",0,0
"New Mexico.4171",2020-01-27,"New Mexico",0,0
"New Mexico.4172",2020-01-28,"New Mexico",0,0
"New Mexico.4173",2020-01-29,"New Mexico",0,0
"New Mexico.4174",2020-01-30,"New Mexico",0,0
"New Mexico.4175",2020-01-31,"New Mexico",0,0
"New Mexico.4176",2020-02-01,"New Mexico",0,0
"New Mexico.4177",2020-02-02,"New Mexico",0,0
"New Mexico.4178",2020-02-03,"New Mexico",0,0
"New Mexico.4179",2020-02-04,"New Mexico",0,0
"New Mexico.4180",2020-02-05,"New Mexico",0,0
"New Mexico.4181",2020-02-06,"New Mexico",0,0
"New Mexico.4182",2020-02-07,"New Mexico",0,0
"New Mexico.4183",2020-02-08,"New Mexico",0,0
"New Mexico.4184",2020-02-09,"New Mexico",0,0
"New Mexico.4185",2020-02-10,"New Mexico",0,0
"New Mexico.4186",2020-02-11,"New Mexico",0,0
"New Mexico.4187",2020-02-12,"New Mexico",0,0
"New Mexico.4188",2020-02-13,"New Mexico",0,0
"New Mexico.4189",2020-02-14,"New Mexico",0,0
"New Mexico.4190",2020-02-15,"New Mexico",0,0
"New Mexico.4191",2020-02-16,"New Mexico",0,0
"New Mexico.4192",2020-02-17,"New Mexico",0,0
"New Mexico.4193",2020-02-18,"New Mexico",0,0
"New Mexico.4194",2020-02-19,"New Mexico",0,0
"New Mexico.4195",2020-02-20,"New Mexico",0,0
"New Mexico.4196",2020-02-21,"New Mexico",0,0
"New Mexico.4197",2020-02-22,"New Mexico",0,0
"New Mexico.4198",2020-02-23,"New Mexico",0,0
"New Mexico.4199",2020-02-24,"New Mexico",0,0
"New Mexico.4200",2020-02-25,"New Mexico",0,0
"New Mexico.4201",2020-02-26,"New Mexico",0,0
"New Mexico.4202",2020-02-27,"New Mexico",0,0
"New Mexico.4203",2020-02-28,"New Mexico",0,0
"New Mexico.4204",2020-02-29,"New Mexico",0,0
"New Mexico.4205",2020-03-01,"New Mexico",0,0
"New Mexico.4206",2020-03-02,"New Mexico",0,0
"New Mexico.4207",2020-03-03,"New Mexico",0,0
"New Mexico.4208",2020-03-04,"New Mexico",0,0
"New Mexico.4209",2020-03-05,"New Mexico",0,0
"New Mexico.4210",2020-03-06,"New Mexico",0,0
"New Mexico.4211",2020-03-07,"New Mexico",0,0
"New Mexico.4212",2020-03-08,"New Mexico",0,0
"New Mexico.4213",2020-03-09,"New Mexico",0,0
"New Mexico.4214",2020-03-10,"New Mexico",0,0
"New Mexico.4215",2020-03-11,"New Mexico",3,3
"New Mexico.4216",2020-03-12,"New Mexico",5,2
"New Mexico.4217",2020-03-13,"New Mexico",10,5
"New Mexico.4218",2020-03-14,"New Mexico",13,3
"New Mexico.4219",2020-03-15,"New Mexico",13,0
"New Mexico.4220",2020-03-16,"New Mexico",21,8
"New Mexico.4221",2020-03-17,"New Mexico",23,2
"New Mexico.4222",2020-03-18,"New Mexico",28,5
"New Mexico.4223",2020-03-19,"New Mexico",35,7
"New Mexico.4224",2020-03-20,"New Mexico",42,7
"New Mexico.4225",2020-03-21,"New Mexico",55,13
"New Mexico.4226",2020-03-22,"New Mexico",57,2
"New Mexico.4227",2020-03-23,"New Mexico",83,26
"New Mexico.4228",2020-03-24,"New Mexico",100,17
"New Mexico.4229",2020-03-25,"New Mexico",113,13
"New Mexico.4230",2020-03-26,"New Mexico",113,0
"New Mexico.4231",2020-03-27,"New Mexico",136,23
"New Mexico.4232",2020-03-28,"New Mexico",208,72
"New Mexico.4233",2020-03-29,"New Mexico",237,29
"New Mexico.4234",2020-03-30,"New Mexico",237,0
"New Mexico.4235",2020-03-31,"New Mexico",315,78
"New Mexico.4236",2020-04-01,"New Mexico",327,12
"New Mexico.4237",2020-04-02,"New Mexico",373,46
"New Mexico.4238",2020-04-03,"New Mexico",490,117
"New Mexico.4239",2020-04-04,"New Mexico",506,16
"New Mexico.4240",2020-04-05,"New Mexico",624,118
"New Mexico.4241",2020-04-06,"New Mexico",686,62
"New Mexico.4242",2020-04-07,"New Mexico",794,108
"New Mexico.4243",2020-04-08,"New Mexico",821,27
